student,k,rubric,bound
118,3,5,3
119,3,5,3
120,0,5,3
121,3,5,3
122,3,5,3
123,3,5,3
124,3,5,3
125,3,5,3
126,2,5,3
127,2,5,3
128,2,5,3
130,2,5,3
131,1,5,3
171,2,5,3
132,2,5,3
133,1,5,3
172,2,5,3
134,3,5,3
135,1,5,3
136,3,5,3
137,3,5,3
139,3,5,3
140,3,5,3
142,1,5,3
173,1,5,3
143,1,5,3
144,2,5,3
145,2,5,3
146,0,5,3
147,3,5,3
148,3,5,3
149,3,5,3
150,3,5,3
174,2,5,3
151,3,5,3
152,2,5,3
153,1,5,3
154,3,5,3
155,2,5,3
156,1,5,3
157,1,5,3
158,2,5,3
160,2,5,3
161,3,5,3
63,2,6,2
64,2,6,2
66,2,6,2
67,0,6,2
68,0,6,2
69,2,6,2
70,1,6,2
71,2,6,2
72,1,6,2
73,1,6,2
74,2,6,2
76,2,6,2
77,0,6,2
79,2,6,2
81,0,6,2
168,1,6,2
83,1,6,2
84,1,6,2
85,1,6,2
86,2,6,2
169,1,6,2
87,0,6,2
88,1,6,2
89,0,6,2
90,2,6,2
91,1,6,2
93,2,6,2
21,2,6,2
95,1,6,2
97,1,6,2
98,1,6,2
170,0,6,2
100,2,6,2
101,2,6,2
102,2,6,2
103,1,6,2
104,1,6,2
105,2,6,2
106,1,6,2
107,1,6,2
108,1,6,2
109,2,6,2
111,1,6,2
112,0,6,2
113,1,6,2
33,1,6,2
116,0,6,2
117,2,6,2
118,2,6,2
119,2,6,2
120,1,6,2
121,2,6,2
122,2,6,2
123,2,6,2
124,2,6,2
125,2,6,2
126,1,6,2
127,2,6,2
128,0,6,2
130,2,6,2
131,2,6,2
171,2,6,2
132,2,6,2
133,2,6,2
172,2,6,2
134,1,6,2
135,2,6,2
136,2,6,2
137,1,6,2
139,2,6,2
140,2,6,2
142,1,6,2
173,0,6,2
143,2,6,2
144,2,6,2
145,2,6,2
146,0,6,2
147,1,6,2
148,2,6,2
149,2,6,2
150,1,6,2
174,1,6,2
151,2,6,2
152,1,6,2
153,1,6,2
154,2,6,2
155,1,6,2
156,1,6,2
157,0,6,2
158,1,6,2
160,2,6,2
161,1,6,2
63,2,7,2
66,0,7,2
67,0,7,2
68,0,7,2
69,0,7,2
70,0,7,2
71,0,7,2
72,0,7,2
73,0,7,2
74,1,7,2
76,0,7,2
77,2,7,2
79,0,7,2
81,0,7,2
168,1,7,2
83,0,7,2
84,0,7,2
85,1,7,2
86,1,7,2
169,0,7,2
87,2,7,2
88,2,7,2
89,0,7,2
90,2,7,2
91,0,7,2
93,0,7,2
21,0,7,2
95,0,7,2
97,0,7,2
98,0,7,2
170,0,7,2
100,0,7,2
101,2,7,2
102,1,7,2
103,0,7,2
104,1,7,2
105,0,7,2
106,2,7,2
107,1,7,2
108,2,7,2
109,1,7,2
111,2,7,2
112,0,7,2
113,2,7,2
33,0,7,2
116,0,7,2
117,2,7,2
118,1,7,2
119,2,7,2
120,0,7,2
121,2,7,2
122,2,7,2
123,0,7,2
124,0,7,2
125,2,7,2
126,1,7,2
127,1,7,2
128,1,7,2
130,0,7,2
131,1,7,2
171,0,7,2
132,0,7,2
133,0,7,2
172,0,7,2
134,1,7,2
135,1,7,2
136,0,7,2
137,1,7,2
139,1,7,2
140,1,7,2
142,1,7,2
173,0,7,2
143,1,7,2
144,0,7,2
145,2,7,2
146,0,7,2
147,1,7,2
148,2,7,2
149,0,7,2
150,0,7,2
174,0,7,2
151,2,7,2
152,0,7,2
153,1,7,2
154,1,7,2
155,1,7,2
156,2,7,2
157,0,7,2
158,0,7,2
160,2,7,2
161,2,7,2
63,3,8,3
64,3,8,3
66,3,8,3
67,2,8,3
68,3,8,3
69,3,8,3
70,3,8,3
71,3,8,3
72,2,8,3
73,2,8,3
74,3,8,3
76,3,8,3
77,2,8,3
79,3,8,3
81,2,8,3
168,3,8,3
83,2,8,3
84,3,8,3
85,3,8,3
86,3,8,3
169,3,8,3
87,3,8,3
88,3,8,3
89,3,8,3
90,3,8,3
91,2,8,3
93,3,8,3
21,3,8,3
95,3,8,3
97,3,8,3
98,2,8,3
170,3,8,3
100,2,8,3
101,3,8,3
102,3,8,3
103,3,8,3
104,3,8,3
105,2,8,3
106,3,8,3
107,3,8,3
108,3,8,3
109,3,8,3
111,3,8,3
112,3,8,3
113,2,8,3
33,3,8,3
116,1,8,3
117,3,8,3
118,3,8,3
119,3,8,3
120,3,8,3
121,3,8,3
122,3,8,3
123,3,8,3
124,3,8,3
125,3,8,3
126,3,8,3
127,3,8,3
128,3,8,3
130,3,8,3
131,3,8,3
171,2,8,3
132,3,8,3
133,1,8,3
172,2,8,3
134,3,8,3
135,3,8,3
136,3,8,3
137,3,8,3
139,3,8,3
140,3,8,3
142,3,8,3
173,3,8,3
143,3,8,3
144,3,8,3
145,3,8,3
146,2,8,3
147,3,8,3
148,3,8,3
149,3,8,3
150,3,8,3
174,2,8,3
151,3,8,3
152,2,8,3
153,3,8,3
154,3,8,3
155,2,8,3
156,2,8,3
157,2,8,3
158,2,8,3
160,3,8,3
161,3,8,3
